entity_key,canonical_name,locations,size_tier,n_states,states,primary_state,loc_employees_sum,loc_sales_sum,corp_employees,corp_sales,year_established,school,special_needs,charter,parents,website,phone,lead_exec,hq,sample_address,name_variants,nontarget_reason,review_flag,gov_flag,credit_score,is_target
CALLED TO ACTION,Called To Action,1,single,1,FL,FL,3,259000,0,0,,0,0,1,,,(863) 603-9048,,"Lakeland, FL","5026 Log Cabin Dr, Lakeland, FL 33810",Called To Action(1),,,0,B+,1
J B ENTERPRISES COACHLINE,J B Enterprises Coachline Inc,1,single,1,FL,FL,3,259000,0,0,,0,0,1,,,(863) 967-7010,,"Winter Haven, FL","1503 33rd St NW, Winter Haven, FL 33881",J B Enterprises Coachline Inc(1),,,0,B+,1
SACRED HEART COACH LINES,Sacred Heart Coach Lines LLC,1,single,1,FL,FL,3,259000,0,0,,0,0,1,,Sacredheartcoachlines.Com,(407) 529-5507,Rose Muhammad (Owner),"Oviedo, FL","352 Radisson Pl, Oviedo, FL 32765",Sacred Heart Coach Lines LLC(1),,,0,B,1
UNITED COACHWORKS,United Coachworks Inc,1,single,1,FL,FL,3,259000,0,0,,0,0,1,,,(407) 328-0190,,"Sanford, FL","1600 Bobby Lee Pt, Sanford, FL 32771",United Coachworks Inc(1),,,0,B,1
WHITE STAR LIMO,White Star Limo,1,single,1,FL,FL,4,259000,0,0,,0,1,0,,,(813) 880-9455,Marianne Abdo (Owner),"Palm Harbor, FL","1780 Bee Pond Rd, Palm Harbor, FL 34683",White Star Limo(1),,,0,B,1
WORLD WIDE EXPRESS BUS CHARTER,World-Wide Express Bus Charter,1,single,1,FL,FL,3,259000,0,0,,0,0,1,,,(407) 339-4872,,"Altamonte Springs, FL","622 Plum Ln, Altamonte Springs, FL 32701",World-Wide Express Bus Charter(1),,,0,B+,1
MAYO COACH,Mayo Coach Inc,1,single,1,LA,LA,3,259000,0,0,,0,0,1,,,(318) 446-5278,,,,Mayo Coach Inc(1),,,0,B,1
HARBOR CARE ASSOC,Harbor Care Assoc,1,single,1,MI,MI,5,259000,0,0,2009,0,1,0,,Harborcareassociates.Com,(231) 922-1377,Kim Proux (Director),"Traverse City, MI","1396 Douglas Dr # 22d, Traverse City, MI 49696",Harbor Care Assoc(1),,,0,C+,1
PENNFIELD SCHOOLS TRANSPORTATION,Pennfield Schools Trans,1,single,1,MI,MI,6,259000,0,0,,1,0,0,,Pennfield.Net,(269) 961-9793,Brad Crandall (Vice President),"Battle Creek, MI","8001 Pennfield Rd, Battle Creek, MI 49017",Pennfield Schools Trans(1),,,0,B+,1
CHARLES SCHOOL BUS,Charles School Bus Co,1,single,1,NC,NC,6,259000,0,0,,1,0,0,,Charterschoolbusnc.Com,(919) 401-5551,,"Durham, NC","2617 Durham Chapel Hill Blvd, Durham, NC 27707",Charles School Bus Co(1),,,0,B+,1
BECK BUS,Beck Bus Co,1,single,1,TN,TN,6,259000,0,0,2018,1,0,0,,,Not Available,Trevor I Beck (Manager),"Knoxville, TN","1708 Cottage Wood Way, Knoxville, TN 37919",Beck Bus Co(1),,,0,B+,1
COHO FERRY,Coho Ferry,1,single,1,WA,WA,4,259000,0,0,,0,0,1,,Cohoferry.Com,(360) 457-4491,,"Port Angeles, WA","101 E Railroad Ave, Port Angeles, WA 98362",Coho Ferry(1),,,0,B,1
SONOMA SMALL BUS DEV CTR,Sonoma Small Bus Dev Ctr,1,single,1,CA,CA,6,258000,0,0,,1,0,0,,,(707) 524-1773,,"Santa Rosa, CA","Sawyer Center, Santa Rosa, CA 95403",Sonoma Small Bus Dev Ctr(1),,,0,B+,1
GLOBAL STUDENT,Global Student Inc,1,single,1,GA,GA,3,258000,0,0,,0,0,1,,Globalstudentinc.Com,Not Available,,"Columbus, GA","PO Box 651, Columbus, GA 31902",Global Student Inc(1),,,0,B,1
TRAIT OF LIONESS,Trait Of Lioness LLC,1,single,1,GA,GA,4,258000,0,0,,0,1,0,,Traitoflionessgov.Com,Not Available,,"Grovetown, GA","863 Lillian Park Dr, Grovetown, GA 30813",Trait Of Lioness LLC(1),,,0,B,1
BJS TRANSPORTATIONS,BJS Transportations,1,single,1,IL,IL,5,258000,0,0,1970,1,0,0,,Bjstrans.Com,(708) 907-3068,Sandra Dean (Owner),"Evergreen Park, IL","3005 W 87th St, Evergreen Park, IL 60805",BJS Transportations(1),,,0,B+,1
DEVON NORTH TOWN BUS PRO,Devon-North Town Bus & Pro,1,single,1,IL,IL,5,258000,0,0,,1,0,0,,,(773) 743-6022,,"Chicago, IL","2540 W Devon Ave # 2nd, Chicago, IL 60659",Devon-North Town Bus & Pro(1),,,0,B+,1
DSA,DSA Inc,1,single,1,IN,IN,7,258000,0,0,,0,1,0,,,(765) 649-2739,Lola Woolum (Manager),"Anderson, IN","912 N Parkway Dr, Anderson, IN 46013",DSA Inc(1),,,0,B+,1
TRIANGLE ACCESS,Triangle Access,1,single,1,NC,NC,3,258000,0,0,,0,1,0,,Triangleaccess.Com,(919) 480-2346,Marquette Frierson (Manager),"Clayton, NC","921 Town Centre Blvd, Clayton, NC 27520",Triangle Access(1),,,0,B,1
ABILITRAX,Abilitrax,1,single,1,NY,NY,4,258000,0,0,,0,1,0,,Abilitrax.Com,(716) 484-7014,,"Randolph, NY","26 Center St, Randolph, NY 14772",Abilitrax(1),,,0,B,1
EXPRESS PARTY BUS,Express Party Bus LLC,1,single,1,NY,NY,3,258000,0,0,,0,0,1,,,Not Available,John Grgas (Owner),"Long Island City, NY","5215 11th St, Long Island City, NY 11101",Express Party Bus LLC(1),,,0,B,1
GRITT S TOURS,Gritt's Tours Inc,1,single,1,NY,NY,3,258000,0,0,,0,0,1,,Texascivilrightsproject.Org,(718) 712-2438,,"Jamaica, NY","14019 159th St, Jamaica, NY 11434",Gritt's Tours Inc(1),,,0,B+,1
DAUGHTERHOOD COACH,Daughterhood Coach,1,single,1,CA,CA,3,257000,0,0,,0,0,1,,,(559) 300-5508,Diana Jopia Hallare (Owner),"Visalia, CA","2520 W Gist Ave, Visalia, CA 93277",Daughterhood Coach(1),,,0,B,1
LODI TRUCK SERVICE,Lodi Truck Svc,1,single,1,CA,CA,6,257000,0,0,,1,0,0,,,(209) 333-0273,,"Lodi, CA","927 Black Diamond Way, Lodi, CA 95240",Lodi Truck Svc(1),,,0,B+,1
BUTLER WHEELCHAIR TRANSPORT,Butler Wheelchair Transport,1,single,1,FL,FL,4,257000,0,0,2019,0,1,0,,,Not Available,Angela Butler (Vice President),"Tallevast, FL","PO Box 762, Tallevast, FL 34270",Butler Wheelchair Transport(1),,,0,B,1
GOLD STAR LIMOUSINES MANATE,Gold Star Limousines Manate,1,single,1,FL,FL,4,257000,0,0,,0,1,0,,,(941) 747-3310,Kathy Walker (Manager),"Bradenton, FL","PO Box 18475, Bradenton, FL 34209",Gold Star Limousines Manate(1),,,0,B,1
LARRYS EXECUTIVE LIMOUSINE,Larrys Executive Limousine,1,single,1,FL,FL,4,257000,0,0,,0,1,0,,Executivelimousines.Com,(941) 753-7322,Larry Stamos (President),"Sarasota, FL","3165 57th St, Sarasota, FL 34243",Larrys Executive Limousine(1),,,0,B,1
LEXI MEDICAL TRANSPORT,Lexi Medical Transport LLC,1,single,1,FL,FL,4,257000,0,0,2018,0,1,0,,Leximedicaltransportllc.Com,Not Available,Elexis A Richardson (Owner),"Bradenton, FL","1037 57th Ave W, Bradenton, FL 34207",Lexi Medical Transport LLC(1),,,0,B,1
ALL STAR MEDIVAN,All Star Medivan Inc,1,single,1,IL,IL,3,257000,0,0,,0,1,0,,,Not Available,,"Waukegan, IL","2734 Blanchard Rd, Waukegan, IL 60087",All Star Medivan Inc(1),,,0,C+,1
A REGAL LIMOUSINE SERVICE,A Regal Limousine Svc Inc,1,single,1,LA,LA,3,257000,0,0,,0,1,0,,Aregallimo.Com,(504) 887-3200,Freddie Walters (President),"Metairie, LA","4537 Glendale St, Metairie, LA 70006",A Regal Limousine Svc Inc(1),,,0,C+,1
ACCO BUS SERVICE,ACCO Bus Svc,1,single,1,MD,MD,3,257000,0,0,,0,0,1,,I2iworkforce.Com,(301) 283-3108,Thomas Johnson (President),"Accokeek, MD","17608 Livingston Rd, Accokeek, MD 20607",ACCO Bus Svc(1),,,0,B,1
AMAZING TOURS,Amazing Tours Inc,1,single,1,MD,MD,3,257000,0,0,,0,0,1,,,(301) 449-0011,,,,Amazing Tours Inc(1),,,0,B,1
D M V PARTYBUS,D C M V Partybus LLC,1,single,1,MD,MD,3,257000,0,0,2016,0,0,1,,,Not Available,Travon James (Owner),"Oxon Hill, MD","4721 Summertime Drive Dcmvpart, Oxon Hill, MD 20745",D C M V Partybus LLC(1),,,0,B,1
D TRAILS,D C Trails Inc,1,single,1,MD,MD,3,257000,0,0,,0,0,1,,Dctrails.Com,Not Available,,"Clinton, MD","7373 Old Alexandria Ferry Rd, Clinton, MD 20735",D C Trails Inc(1),,,0,B,1
DICKO PARTY BUS,Dicko Party Bus,1,single,1,MD,MD,3,257000,0,0,2019,0,0,1,,,Not Available,,"Lanham, MD","7001 Storch Ln, Lanham, MD 20706",Dicko Party Bus(1),,,0,B,1
EXCELLENT TOURS,Excellent Tours,1,single,1,MD,MD,3,257000,0,0,2012,0,0,1,,Excellentdctours.Com,(301) 773-1018,Tsegaye Mamo (President),"Hyattsville, MD","4910 Lawrence Pl # 416, Hyattsville, MD 20781",Excellent Tours(1),,,0,B,1
K V LIMOUSINE,K & V Limousine,1,single,1,MD,MD,3,257000,0,0,1998,0,0,1,,Kvlimo.Com,(301) 476-8111,Manuel Ventura (Owner),"Capitol Heights, MD","408 Old Ritchie Rd, Capitol Heights, MD 20743",K & V Limousine(1),,,1,B+,1
MARYLAND COACH CHARTERED BUS,Maryland Coach Chartered Bus,1,single,1,MD,MD,3,257000,0,0,,0,0,1,,,(301) 336-5263,,,,Maryland Coach Chartered Bus(1),,,0,B+,1
PARTRANS,Partrans LLC,1,single,1,MD,MD,3,257000,0,0,2017,0,0,1,,Partransllc.Com,(301) 894-0444,Mary Vines (Manager),"Temple Hills, MD","3410 Leslie Ave, Temple Hills, MD 20748",Partrans LLC(1),,,0,B,1
SPIRIT BUS CHARTER,Spirit Bus Charter,1,single,1,MD,MD,3,257000,0,0,,0,0,1,,,(301) 749-7600,,"College Park, MD","804 Queensdale Ct, College Park, MD 20742",Spirit Bus Charter(1),,,0,B,1
A A GETAWAY COACHES,A A Getaway Coaches,1,single,1,NY,NY,3,257000,0,0,,0,0,1,,Mynycpartybus.Com,(347) 682-4605,Corina Quattrochi (Manager),"Staten Island, NY","290 Seguine Ave, Staten Island, NY 10309",A A Getaway Coaches(1),,,0,B,1
NYC PLATINUM BUS CHARTERS,NYC Platinum Bus Charters LLC,1,single,1,NY,NY,3,257000,0,0,,0,0,1,,,(718) 816-7771,,"Staten Island, NY","100 Saint Marys Ave, Staten Island, NY 10305",NYC Platinum Bus Charters LLC(1),,,0,B+,1
SILVER EXPRESS,Silver Express,1,single,1,NY,NY,3,257000,0,0,2001,0,0,1,,,(718) 983-9828,David Silverman (Owner),"Staten Island, NY","32 Roanoke St, Staten Island, NY 10314",Silver Express(1),,,0,B+,1
CHILLICOTHE CITY SCHOOLS TRANSPORTATION,Chillicothe City Schools Trans,1,single,1,OH,OH,7,257000,0,0,,1,0,0,,Chillicothe.K12.Oh.Us,(740) 775-2936,Ryan Wade (President),"Chillicothe, OH","89 Riverside St, Chillicothe, OH 45601",Chillicothe City Schools Trans(1),,,0,B+,1
RUNION TOURS CHARTERS,Runion Tours & Charters,1,single,1,SC,SC,4,257000,0,0,,0,0,1,,,(864) 663-1132,,,,Runion Tours & Charters(1),,,0,B+,1
PERSONAL TOUCH TRANSPORTATION,Personal Touch Transportation,1,single,1,UT,UT,4,257000,0,0,1999,0,1,0,,,(801) 619-4894,Scott M Holladay (President),"Midvale, UT","464 E Ivy Woods Ln, Midvale, UT 84047",Personal Touch Transportation(1),,,0,B,1
AMAZING COACH LINES,Amazing Coach Lines,1,single,1,GA,GA,3,256000,0,0,,0,0,1,,,(678) 610-3199,,,,Amazing Coach Lines(1),,,0,B,1
WE CARE CHARTERS,We Care Charters,1,single,1,GA,GA,3,256000,0,0,,0,0,1,,,(770) 907-7777,Gregory Hadley (Owner),"Fayetteville, GA","115 Etowah Trce, Fayetteville, GA 30214",We Care Charters(1),,,0,B+,1
PASSPORT LUXURY LIMOUSINE,Passport Luxury Limousine Inc,1,single,1,TX,TX,3,256000,0,0,,0,1,0,,,(979) 236-6541,Angela Gunning (President),"Lake Jackson, TX","PO Box 1415, Lake Jackson, TX 77566",Passport Luxury Limousine Inc(1),,,0,C+,1
AGE OF AQUARIUS BUS CHARTER,Age Of Aquarius Bus Charter,1,single,1,FL,FL,3,255000,0,0,,0,0,1,,,(321) 953-4942,,,,Age Of Aquarius Bus Charter(1),,,0,B,1
AOA CHARTER BUS SERVICE,AOA Charter Bus Svc Inc,1,single,1,FL,FL,4,255000,0,0,,0,0,1,,,(321) 953-4942,,"Palm Bay, FL","259 Benchor Rd NW, Palm Bay, FL 32907",AOA Charter Bus Svc Inc(1),,,0,B+,1
OPEN ROAD CHARTERS,Open Road Charters,1,single,1,FL,FL,3,255000,0,0,,0,0,1,,,(321) 863-1475,,,,Open Road Charters(1),,,0,B+,1
RJR PREMIER BUS CHARTERS,RJR Premier Bus Charters Inc,1,single,1,FL,FL,3,255000,0,0,,0,0,1,,,(321) 639-7799,Lisa Mel (Owner),"Cocoa, FL","3345 Tri City Ave, Cocoa, FL 32926",RJR Premier Bus Charters Inc(1),,,0,B,1
SOUTHLAND COACH,Southland Coach,1,single,1,GA,GA,3,255000,0,0,,0,0,1,,,(912) 283-1187,,"Waycross, GA","6241 Suwannee Chapel Rd, Waycross, GA 31503",Southland Coach(1),,,0,B+,1
THUNDERSTRUCK,Thunderstruck,1,single,1,IA,IA,3,255000,0,0,,0,0,1,,,(563) 340-5924,,,,Thunderstruck(1),,,0,B+,1
B J CHARTER BUS SERVICE,B&J Charter Bus Svc,1,single,1,IL,IL,4,255000,0,0,,0,0,1,,,(618) 372-8109,Jeane Vinyard (Partner),"Brighton, IL","N Seminary Rd, Brighton, IL 62012",B&J Charter Bus Svc(1),,,0,B+,1
VAN POOL TRANSPORT,Van Pool Transport,1,single,1,MA,MA,4,255000,0,0,2014,0,1,0,,Vanpoolma.Com,(978) 257-8469,,"Barre, MA","26 Valley Rd, Barre, MA 01005",Van Pool Transport(1),,,0,C+,1
AA EASTERN MOBILITY,AA Eastern Mobility Inc,1,single,1,MD,MD,4,255000,0,0,,0,1,0,,,(301) 228-0845,,"Frederick, MD","12455 Woodsboro Pike, Frederick, MD 21701",AA Eastern Mobility Inc(1),,,0,B,1
BRAINERD ST CLOUD PARTY BUS,Brainerd/St Cloud Party Bus,1,single,1,MN,MN,3,255000,0,0,2019,0,0,1,,,Not Available,Mark A Young (Manager),"Saint Cloud, MN","4000 Clearwater Rd, Saint Cloud, MN 56301",Brainerd/St Cloud Party Bus(1),,,0,B,1
EXECUTIVE EXPRESS,Executive Express,1,single,1,MN,MN,3,255000,0,0,1979,0,0,1,,Executiveexpress.Biz,(320) 253-2226,Larry Logeman (Owner),"Saint Joseph, MN","1111 Elm St E, Saint Joseph, MN 56374",Executive Express(1),,,0,B+,1
PINK DIAMOND BUS SERVICE,Pink Diamond Bus Svc,1,single,1,MN,MN,3,255000,0,0,,0,0,1,,,(320) 281-5511,,"Saint Cloud, MN","1014 8th Ave S, Saint Cloud, MN 56301",Pink Diamond Bus Svc(1),,,0,B+,1
ARRIVE IN STYLE LIMO SERVICE,Arrive In Style Limo Svc,1,single,1,NH,NH,4,255000,0,0,,0,1,0,,,(603) 539-3508,Stanley Brothers (Partner),"West Ossipee, NH","PO Box 148, West Ossipee, NH 03890",Arrive In Style Limo Svc(1),,,0,C+,1
CARING HARTS TRANSPORTATION,Caring Harts Transportation,1,single,1,NY,NY,5,255000,0,0,,0,1,0,,Caringhartswny.Com,(716) 457-3051,Tricia Hart (CEO),"Strykersville, NY","4077 Main St, Strykersville, NY 14145",Caring Harts Transportation(1),,,0,B,1
ENA,Ena,1,single,1,NY,NY,5,255000,0,0,,1,0,0,,Ena-Kikoku.Com,(914) 725-6466,Hiroyuki Sano (Administrator),"Scarsdale, NY","747 Post Rd # 3, Scarsdale, NY 10583",Ena(1),,,0,A,1
HOLY NAME MARY MONTESSORI SCHOOL,Holy Name Mary Montessori Sch,1,single,1,NY,NY,5,255000,0,0,1996,1,0,0,,Hnmmontessori.Org,(914) 271-5182,Feliz Quinlan (Director),"Croton On Hudson, NY","114 Grand St, Croton On Hudson, NY 10520",Holy Name Mary Montessori Sch(1),,,0,A,1
SUNWAY CHARTERS TOURS,Sunway Charters & Tours,1,single,1,SC,SC,3,255000,0,0,,0,0,1,,,(843) 236-8490,,,,Sunway Charters & Tours(1),,,0,B,1
SPOKANE SCENIC TOURS SHUTTLE,Spokane Scenic Tours & Shuttle,1,single,1,WA,WA,3,255000,0,0,,0,0,1,,,(509) 625-9622,,,,Spokane Scenic Tours & Shuttle(1),,,0,B,1
WHEATLAND EXPRESS,Wheatland Express,1,single,1,WA,WA,3,255000,0,0,,0,0,1,,Wheatlandexpress.Com,(509) 724-2102,,,,Wheatland Express(1),,,0,B,1
FRANK S MOUNTAIN RIVER TOURS,Frank's Mountain & River Tours,1,single,1,WV,WV,3,255000,0,0,,0,0,1,,,(304) 744-0474,,,,Frank's Mountain & River Tours(1),,,0,B,1
KERN RIVER VLY STUDENT,KERN River Vly Student,1,single,1,CA,CA,6,254000,0,0,,1,0,0,,,Not Available,,"Caliente, CA","3240 Erskine Creek Rd, Caliente, CA 93518",KERN River Vly Student(1),,,0,B+,1
WELL HOUSE,Well House,1,single,1,IL,IL,4,254000,0,0,,0,1,0,,,(217) 214-0592,,"Quincy, IL","701 Broadway St, Quincy, IL 62301",Well House(1),,,0,C+,1
DANIEL WEBSTER CLG BUS OFFCE,Daniel Webster Clg Bus Offce,1,single,1,NH,NH,6,254000,0,0,,1,0,0,,,(603) 577-6530,,,,Daniel Webster Clg Bus Offce(1),,,0,B+,1
WRIGHT S CHARTERS,Wright's Charters,1,single,1,AL,AL,3,253000,0,0,1987,0,0,1,,,(251) 456-6032,Elizabeth Wright (Owner),"Mobile, AL","2236 Stone Ct, Mobile, AL 36617",Wright's Charters(1),,,0,B+,1
EASY MED RANSPORTION,Easy Med Co Ransportion,1,single,1,CA,CA,5,253000,0,0,,0,1,0,,,(530) 741-9490,,"Marysville, CA","1592 N Beale Rd, Marysville, CA 95901",Easy Med Co Ransportion(1),,,0,B,1
PAUL ZUKOW LIMOUSINE SALES,Paul Zukow Limousine Sales,1,single,1,CA,CA,4,253000,0,0,,0,1,0,,,(951) 283-5411,Paul Zukow (Owner),"Corona, CA","2187 Garretson Cir, Corona, CA 92879",Paul Zukow Limousine Sales(1),,,0,B,1
RANGELY SCHOOL TRANSPORTATION,Rangely School Transportation,1,single,1,CO,CO,8,253000,0,0,,1,0,0,,Rangelyk12.Org,(970) 675-2363,Bart Nielsen (Religious Dir),"Rangely, CO","300 School St, Rangely, CO 81648",Rangely School Transportation(1),,,0,B+,1
EXTRAORDINARY LIMOUSINE,Extraordinary Limousine,1,single,1,FL,FL,4,253000,0,0,,0,1,0,,,(239) 549-5874,Michael Gendron (Principal),"Cape Coral, FL","3238 SE 1st Ave, Cape Coral, FL 33904",Extraordinary Limousine(1),,,0,B,1
TCB LIMOUSINE SERVICE,TCB Limousine Svc,1,single,1,FL,FL,4,253000,0,0,,0,1,0,,,(239) 851-8771,Antony Bennette (Partner),"Fort Myers, FL","16560 John Morris Rd, Fort Myers, FL 33908",TCB Limousine Svc(1),,,0,B,1
WHITE LIMO,White Limo Inc,1,single,1,FL,FL,4,253000,0,0,,0,1,0,,Whitecar.Ca,(239) 454-4511,Sam Kassar (President),"Fort Myers, FL","8800 Bracken Way, Fort Myers, FL 33908",White Limo Inc(1),,,0,B,1
NH FUN BUS,Nh Fun Bus LLC,1,single,1,NH,NH,3,253000,0,0,2016,0,0,1,,,Not Available,,"Exeter, NH","102 Front St, Exeter, NH 03833",Nh Fun Bus LLC(1),,,0,B,1
VIP CHARTER COACHES,VIP Charter Coaches,1,single,1,NH,NH,3,253000,0,0,,0,0,1,,,(603) 772-4457,,,,VIP Charter Coaches(1),,,0,B,1
HOOD TRANSPORTATION,Hood Transportation LLC,1,single,1,OH,OH,4,253000,0,0,,0,1,0,,,(614) 428-7016,,"Columbus, OH","2360 Citygate Dr, Columbus, OH 43219",Hood Transportation LLC(1),,,0,B,1
ROSE WHEELCHAIR TRANSPORTATION,Rose Wheelchair Trnsprtn LLC,1,single,1,OH,OH,4,253000,0,0,,0,1,0,,,Not Available,Brenda Henry (Manager),"Canal Winchester, OH","7353 Long Rd, Canal Winchester, OH 43110",Rose Wheelchair Trnsprtn LLC(1),,,0,B,1
SIOUX FALLS WHEELCHAIR TRANSIT,Sioux Falls Wheelchair Transit,1,single,1,SD,SD,5,253000,0,0,2016,0,1,0,,Sfwheelchairtransit.Com,(605) 336-9625,Chris Thompson (Owner),"Sioux Falls, SD","PO Box 1816, Sioux Falls, SD 57101",Sioux Falls Wheelchair Transit(1),,,0,B+,1
ACE OF HEARTS LIMO SERVICE,Ace Of Hearts Limo Svc,1,single,1,VA,VA,4,253000,0,0,,0,1,0,,,(804) 271-7330,Rachel Wheeler (Owner),"North Chesterfield, VA","10610 Seminole Ave, North Chesterfield, VA 23237",Ace Of Hearts Limo Svc(1),,,0,B,1
CPLS LIMITED,CPLS Limited,1,single,1,VA,VA,4,253000,0,0,,0,1,0,,,(804) 520-1470,Linda Mason (Owner),"Colonial Heights, VA","PO Box 202, Colonial Heights, VA 23834",CPLS Limited(1),,,0,B,1
MOUNTAINBURG SCHOOL BUS GARAGE,Mountainburg School Bus Garage,1,single,1,AR,AR,4,252000,0,0,,1,0,0,,,(479) 369-2705,,"Mountainburg, AR","201655 Lake Fort Smith Rd, Mountainburg, AR 72946",Mountainburg School Bus Garage(1),,,0,B+,1
WEST FORK PUBLIC SCHOOL BUS GRG,West Fork Public Sch Bus GRG,1,single,1,AR,AR,6,252000,0,0,,1,0,0,,Westforkschools.Org,(479) 839-2366,John Connors (Manager),"West Fork, AR","280 School Ave, West Fork, AR 72774",West Fork Public Sch Bus GRG(1),,,0,B+,1
CARNAGHE GIBBS BUS SOLUTIONS,Carnaghe Gibbs Bus Solutions,1,single,1,CA,CA,6,252000,0,0,,1,0,0,,Issys.Com,Not Available,,"San Francisco, CA","220 Sansome St # 1090, San Francisco, CA 94104",Carnaghe Gibbs Bus Solutions(1),,,0,B+,1
FRESNO COUNTY SUPERINTENDENT,Fresno County Superintendent,1,single,1,CA,CA,6,252000,0,0,,1,0,0,,Southwestjpa.Org,Not Available,,"Caruthers, CA","16644 Sm Ave, Caruthers, CA 93609",Fresno County Superintendent(1),,,0,B+,1
RECIPROCITY WHICH WILL DO,Reciprocity Inc Which Will Do,1,single,1,CA,CA,6,252000,0,0,,1,0,0,,Reciprocitylabs.Com,Not Available,,"San Francisco, CA","548 Market St Pmb 73905, San Francisco, CA 94104",Reciprocity Inc Which Will Do(1),,,0,A,1
SUTTER COUNTY ONE STOP BUS CTR,Sutter County One Stop Bus Ctr,1,single,1,CA,CA,6,252000,0,0,,1,0,0,,Sutteronestop.Com,(530) 822-5120,,"Yuba City, CA","256 Wilbur Ave, Yuba City, CA 95991",Sutter County One Stop Bus Ctr(1),,,0,B+,1
TRIPLE D WHICH WILL DO BUS,Triple D Inc Which Will Do Bus,1,single,1,CA,CA,6,252000,0,0,,1,0,0,,Deldottovineyards.Com,(707) 963-2134,,"Saint Helena, CA","1291 Zinfandel Ln, Saint Helena, CA 94574",Triple D Inc Which Will Do Bus(1),,,0,B+,1
DOLORES SCHOOLS TRANSPORTATION,Dolores Schools Transportation,1,single,1,CO,CO,6,252000,0,0,,1,0,0,,Doloresschools.Org,(970) 882-2649,Bentley Monk (Educator),"Dolores, CO","17631 Highway 145, Dolores, CO 81323",Dolores Schools Transportation(1),,,0,B+,1
PROLOGIS STAPLETON BUS CTR,Prologis Stapleton Bus Ctr,1,single,1,CO,CO,6,252000,0,0,,1,0,0,,,(303) 375-7504,,"Denver, CO","5503 Havana St, Denver, CO 80238",Prologis Stapleton Bus Ctr(1),,,0,B+,1
FIRST VEHICLE SERVICE,First Vehicle Svc,1,single,1,IN,IN,3,252000,0,0,,0,0,1,,,(260) 427-5795,David Jackson (Manager),"Fort Wayne, IN","1705 Lafayette St, Fort Wayne, IN 46803",First Vehicle Svc(1),,,0,B+,1
MSD MARTINSVILLE TRANSPORTATION DEPARTMENT,Msd-Martinsville Trnsprtn Dept,1,single,1,IN,IN,6,252000,0,0,,1,0,0,,Msdofmartinsville.Org,(765) 342-5597,Luke Jackson (Board Member),"Martinsville, IN","1390 Morton Ave, Martinsville, IN 46151",Msd-Martinsville Trnsprtn Dept(1),,,0,A,1
A Z SCHOOL BUS,A-Z School Bus LLC,1,single,1,LA,LA,6,252000,0,0,2016,1,0,0,,,Not Available,Alexis Wells (Manager),"Slidell, LA","285 E Augusta Ln, Slidell, LA 70458",A-Z School Bus LLC(1),,,0,B+,1
NEW ORLEANS HORNETS BUS OFC,New Orleans Hornets Bus Ofc,1,single,1,LA,LA,6,252000,0,0,,1,0,0,,,(985) 265-4669,,,,New Orleans Hornets Bus Ofc(1),,,0,B+,1
ST BERNARD BUS CAREER,St Bernard Bus-Career,1,single,1,LA,LA,6,252000,0,0,,1,0,0,,,(504) 278-4263,,,,St Bernard Bus-Career(1),,,0,B+,1
NOAH S ARK MINISTRIES OF TEAM,Noah's Ark Ministries Of Team,1,single,1,MA,MA,3,252000,0,0,,0,0,1,,,(508) 588-1500,Charles Townsend (Manager),"Brockton, MA","63 Watson St, Brockton, MA 02301",Noah's Ark Ministries Of Team(1),,,0,B,1
CHRIS S PARTY BUS,Chris's Party Bus,1,single,1,MD,MD,3,252000,0,0,,0,0,1,,,Not Available,,"Sykesville, MD","221 W Old Liberty Rd, Sykesville, MD 21784",Chris's Party Bus(1),,,0,B,1
SAVAGE S TRAVEL TRANSIT,Savage's Travel & Transit,1,single,1,MD,MD,3,252000,0,0,,0,0,1,,,(410) 749-7987,,,,Savage's Travel & Transit(1),,,0,B,1
BIG RIVER BUS,Big River Bus Co,1,single,1,MN,MN,6,252000,0,0,2021,1,0,0,,Hastingsbuscompany.Com,(651) 432-3916,Mike Karlen (General Mgr),"Hastings, MN","12044 120th St S, Hastings, MN 55033",Big River Bus Co(1),,,0,A,1
BLUE KNIGHT LIMOUSINE SERVICE,Blue Knight Limousine Svc,1,single,1,MN,MN,3,252000,0,0,,0,1,0,,Awhiteknightlimo.Com,(763) 519-1441,Les Loff (Owner),"Osseo, MN","13785 Bass Lake Rd, Osseo, MN 55311",Blue Knight Limousine Svc(1),,,0,C+,1
NEW MILLENNIUM LIMOUSINES,New Millennium Limousines,1,single,1,MN,MN,3,252000,0,0,,0,1,0,,,(651) 726-2430,Jason Pucciano (Partner),"Eden Prairie, MN","PO Box 46173, Eden Prairie, MN 55344",New Millennium Limousines(1),,,0,C+,1
READY BUS,Ready Bus Co Inc,1,single,1,MN,MN,6,252000,0,0,,1,0,0,,,(507) 895-2349,,"La Crescent, MN","1369 County 6, La Crescent, MN 55947",Ready Bus Co Inc(1),,,0,A,1
A PRESTIGE LIMOUSINE SERVICE,A Prestige Limousine Svc,1,single,1,MS,MS,4,252000,0,0,,0,1,0,,,(662) 781-4111,Travis Lacy (Partner),"Walls, MS","7065 Hickory Estates Dr, Walls, MS 38680",A Prestige Limousine Svc(1),,,0,B,1
