rank,score,canonical_name,primary_state,hq,size_tier,locations,employees,revenue_est,year_established,school,special_needs,website,phone,lead_exec,credit_score,data_confidence,rationale,sample_address,_sf,_su,_ql,_ind,_rel
1,98.5,Northstar Bus Lines LLC,MN,"Maple Grove, MN",single,1,200,10161000,1962,1,0,Northstarbuslines.Com,(763) 425-2542,Matt Regan (Owner),A+,1.0,200 emp; $10.2M rev; est 1962 (64y); single; web+phone; school,"11800 95th Ave N, Maple Grove, MN 55369",100,100,100,100,90
4471,55.2,Oxford Executive Svc,TN,"Murfreesboro, TN",single,1,3,205000,,0,1,,(615) 217-0966,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1818 Brighton Dr, Murfreesboro, TN 37130",40,50,35,100,75
4472,55.2,Florida Transportation Svc,FL,"West Palm Beach, FL",single,1,3,204000,,0,1,,(561) 840-1754,Ron Orley (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 17001, West Palm Beach, FL 33416",40,50,35,100,75
4473,55.2,V I P Limousine,FL,"Lake Worth, FL",single,1,3,204000,,0,1,,(561) 514-8555,Mike Vargas (Principal),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"4075 S State Road 7 # G, Lake Worth, FL 33449",40,50,35,100,75
4474,55.2,Wheelchar Getaway Van Rentals,FL,,single,1,3,204000,,0,1,,(561) 741-1203,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4475,55.2,James Tours,MN,"Saint Paul, MN",single,1,3,204000,,0,1,,(952) 432-4001,Jim Adams (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 120822, Saint Paul, MN 55112",40,50,35,100,75
4476,55.2,Mark Yarton Svc Inc,NJ,"Franklin, NJ",single,1,3,204000,,0,1,,(973) 209-8495,Mark Yarton (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"58 Scott Rd, Franklin, NJ 07416",40,50,35,100,75
4477,55.2,Pearl Golden Co Inc,NJ,"Vernon, NJ",single,1,3,204000,,0,1,,(973) 592-2860,Buffon Felix (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 144, Vernon, NJ 07462",40,50,35,100,75
4478,55.2,ABC Transport Svc,OH,"Springfield, OH",single,1,4,204000,,0,1,,(937) 964-8525,Troy Maxwel (Owner),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"2480 Ballentine Pike, Springfield, OH 45502",40,50,35,100,75
4479,55.2,Wilmoth Limousine,TN,"Columbia, TN",single,1,3,204000,,0,1,,(931) 388-6162,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"RR 120, Columbia, TN 38401",40,50,35,100,75
4480,55.2,Randy's Mobility,FL,,single,1,3,203000,,0,1,,(352) 365-2465,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4481,55.2,Limo To Go,TX,"Azle, TX",single,1,3,203000,,0,1,,(817) 270-0900,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"855 N Cardinal Rd, Azle, TX 76020",40,50,35,100,75
4482,55.2,Canyon Country Elite Trnsprtn,PA,"Wellsboro, PA",single,1,4,202000,,0,1,,Not Available,,B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"11960 Route 6, Wellsboro, PA 16901",40,50,35,100,75
4483,55.2,Victory Transport Svc,TX,"Silsbee, TX",single,1,3,202000,,0,1,,(409) 782-5767,Staci Mccoy (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"228 E Durdin Dr, Silsbee, TX 77656",40,50,35,100,75
4484,55.2,Sea Life Limousine,CA,"San Juan Bautista, CA",single,1,4,201000,,0,1,,(831) 623-2880,Donna Hagins (Owner),B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 1311, San Juan Bautista, CA 95045",40,50,35,100,75
4485,55.2,Safe & Reliable Cab & Limo,OH,"Sandusky, OH",single,1,4,201000,,0,1,,(419) 626-8294,Al Mielcark (Owner),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"1027 Columbus Ave, Sandusky, OH 44870",40,50,35,100,75
4486,55.2,Parkview Rentals LLC,WI,"Adell, WI",single,1,5,201000,,0,1,,(920) 994-4854,Geoffrey Micheals (President),B,0.5,5 emp; $0.2M rev; year n/a; single; phone; special-needs,"N2358 Pelishek Rd, Adell, WI 53001",40,50,35,100,75
4487,55.2,Red Rock Limousine Svc,AZ,"Gadsden, AZ",single,1,5,200000,,0,1,,(928) 282-0175,,B,0.5,5 emp; $0.2M rev; year n/a; single; phone; special-needs,"560 Panarama Blvd, Gadsden, AZ 85336",40,50,35,100,75
4488,55.2,A Accessible Transport,FL,"Ormond Beach, FL",single,1,3,199000,,0,1,,(386) 677-5990,Miguel Vasquez (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 731062, Ormond Beach, FL 32173",40,50,35,100,75
4489,55.2,Alliance Transport Svc,FL,"Daytona Beach, FL",single,1,3,199000,,0,1,,(386) 255-5313,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1405 Primrose Ln, Daytona Beach, FL 32117",40,50,35,100,75
4490,55.2,Red Kite LLC,FL,"Debary, FL",single,1,3,199000,,0,1,,Not Available,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"204 Daventry Dr, Debary, FL 32713",40,50,35,100,75
4491,55.2,Spruce Creek Limousine Inc,FL,"Port Orange, FL",single,1,3,199000,,0,1,,(321) 609-9006,Leo Galieno (Principal),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"100 Cessna Blvd # M, Port Orange, FL 32128",40,50,35,100,75
4492,55.2,Savage Transport Svc LLC,MD,"Baltimore, MD",single,1,3,199000,,0,1,,(443) 463-3748,Berkley Savage (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"4821 Gilray Dr, Baltimore, MD 21214",40,50,35,100,75
4493,55.2,Lovette Transportation Svc,FL,"Lake Mary, FL",single,1,3,198000,,0,1,,(407) 330-5727,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"44 W Lake Mary Blvd, Lake Mary, FL 32746",40,50,35,100,75
4494,55.2,Washington Security & Limosne,MS,"Prentiss, MS",single,1,4,198000,,0,1,,(601) 792-5979,Jesse Washington (Owner),B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"49 Hartzog Magee Rd, Prentiss, MS 39474",40,50,35,100,75
4495,55.2,All Events Limousine,OH,"Macedonia, OH",single,1,3,198000,,0,1,,(330) 468-5026,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 560055, Macedonia, OH 44056",40,50,35,100,75
4496,55.2,Els & Assoc,OH,"Akron, OH",single,1,3,198000,,0,1,,(330) 922-4858,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"151 Portage Dr, Akron, OH 44303",40,50,35,100,75
4497,55.2,Limousines Of Macedonia Inc,OH,"Macedonia, OH",single,1,3,198000,,0,1,,(330) 468-0430,Toby Keeney (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"8210 Macedna Cmns Blvd # 68, Macedonia, OH 44056",40,50,35,100,75
4498,55.2,Microconsult Medical Transport,OH,"Akron, OH",single,1,3,198000,,0,1,,(330) 329-6020,Nawari Nawari (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"908 E Exchange St, Akron, OH 44306",40,50,35,100,75
4499,55.2,Rees' Wheelchair Mobility Svc,OH,"Akron, OH",single,1,3,198000,,0,1,,(330) 923-2345,Steve Rees (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1615 Akr Pen Rd # 101, Akron, OH 44313",40,50,35,100,75
4500,55.2,A-1 Medi Mobile,WI,"Green Bay, WI",single,1,3,198000,,0,1,,(920) 469-3559,Leland Marks (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"2819 University Ave, Green Bay, WI 54311",40,50,35,100,75
4501,55.2,Comfort Zone,IL,"O Fallon, IL",single,1,3,197000,,0,1,,(618) 622-1640,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"101 Carson Dr, O Fallon, IL 62269",40,50,35,100,75
4502,55.2,MBS Medical Transportation,MI,"Ypsilanti, MI",single,1,3,197000,,0,1,,(734) 482-6061,Larry E Wayne (Manager),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"7339 Muirfield Dr, Ypsilanti, MI 48197",40,50,35,100,75
4503,55.2,Executive Limousine,TN,"Kingsport, TN",single,1,3,197000,,0,1,,(423) 239-9712,Sherry Roller (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"156 Regency Dr, Kingsport, TN 37663",40,50,35,100,75
4504,55.2,Airport Limo Inc,FL,"Miami, FL",single,1,3,196000,,0,1,,(305) 685-9595,Leon Stennett (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"3930 NW 27th St, Miami, FL 33142",40,50,35,100,75
4505,55.2,Allstar Limousine Of Florida,FL,"Miami, FL",single,1,3,196000,,0,1,,(305) 776-0606,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"115 SW 46nd Ave, Miami, FL 33134",40,50,35,100,75
4506,55.2,Hyc Services,FL,"Hialeah, FL",single,1,3,196000,,0,1,,(305) 974-5656,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"19745 E Saint Andrews Dr, Hialeah, FL 33015",40,50,35,100,75
4507,55.2,Yellow Cab Priority Wheelchar,FL,,single,1,3,196000,,0,1,,(305) 944-4444,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4508,55.2,Call A Ride,IN,"Hebron, IN",single,1,3,196000,,0,1,,(219) 996-7433,David Blackwell (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"828 S 350 W, Hebron, IN 46341",40,50,35,100,75
4509,55.2,Personal Limo,NC,"Aurora, NC",single,1,4,196000,,0,1,,(252) 322-4301,Tommy Tunstall (Owner),B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"534 Main St, Aurora, NC 27806",40,50,35,100,75
4510,55.2,Veterans Transportation Mgmt,PA,"Cranberry Township, PA",single,1,3,196000,,0,1,,Not Available,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"8541 Peters Rd # 2, Cranberry Township, PA 16066",40,50,35,100,75
4511,55.2,Classy Limousine Svc,IL,"Decatur, IL",single,1,3,195000,,0,1,,(217) 422-6078,Anthony Walker (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"363 S Main St # 245, Decatur, IL 62523",40,50,35,100,75
4512,55.2,Handi Call,MA,"Swampscott, MA",single,1,3,195000,,0,1,,(781) 586-9780,Roman Narov (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 332, Swampscott, MA 01907",40,50,35,100,75
4513,55.2,Mariana Limousine Inc,MA,"Lynn, MA",single,1,3,195000,,0,1,,(781) 599-0500,Maria Cusick (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"11 Beach Rd, Lynn, MA 01902",40,50,35,100,75
4514,55.2,Hoverround Corp,TN,"Louisville, TN",single,1,3,195000,,0,1,,(865) 983-0869,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1433 Crestwood Dr, Louisville, TN 37777",40,50,35,100,75
4515,55.2,Auto Rental,WV,"Summersville, WV",single,1,4,195000,,0,1,,(304) 872-5540,Kevin Groves (President),B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 876, Summersville, WV 26651",40,50,35,100,75
4516,55.2,Medi-Redi Med TRANSPORT LLC,FL,"Parrish, FL",single,1,3,193000,,0,1,,(941) 417-7979,Niketa Jackson (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"11811 Erie Rd, Parrish, FL 34219",40,50,35,100,75
4517,55.2,Gold Cross Transportation,UT,,single,1,3,193000,,0,1,,(801) 972-3600,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4518,55.2,Boyd Transport Inc,WA,"Orting, WA",single,1,3,193000,,0,1,,(253) 848-4160,Vernon Boyd (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 508, Orting, WA 98360",40,50,35,100,75
4519,55.2,Pegasus Lifts,WA,"Puyallup, WA",single,1,3,193000,,0,1,,(253) 336-6444,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"2825 E Main, Puyallup, WA 98372",40,50,35,100,75
4520,55.2,South Bay Limousine Svc,WA,"Tacoma, WA",single,1,3,193000,,0,1,,(253) 566-8562,Todd Cottingham (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 64925, Tacoma, WA 98464",40,50,35,100,75
4521,55.2,A Ride,MA,"Charlton, MA",single,1,3,192000,,0,1,,(508) 248-7791,Kathy Hunter (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"92 A F Putnam Rd, Charlton, MA 01507",40,50,35,100,75
4522,55.2,Curb To Curb Wheelchair,MD,"Gwynn Oak, MD",single,1,3,192000,,0,1,,(410) 747-6204,Jim Landsman (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"5936 Saint Marys St, Gwynn Oak, MD 21207",40,50,35,100,75
4523,55.2,Z Limo Svc,MN,"Zumbrota, MN",single,1,3,191000,,0,1,,(507) 732-7130,Joann Flipp (Principal),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 246, Zumbrota, MN 55992",40,50,35,100,75
4524,55.2,P S Limousine Svc,CA,"Desert Hot Springs, CA",single,1,3,190000,,0,1,,(310) 925-0128,Arnold Perl (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"65118 San Jacinto Ln # 8, Desert Hot Springs, CA 92240",40,50,35,100,75
4525,55.2,Wiseco Transport Inc,IL,"Danville, IL",single,1,3,190000,,0,1,,(217) 354-2809,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"10188 E 2150 North Rd, Danville, IL 61834",40,50,35,100,75
4526,55.2,W W Elite Transportation,OH,,single,1,3,190000,,0,1,,(614) 236-4181,Anthony R Woodard (CEO),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4527,55.2,Wheels To Go,OH,"Dublin, OH",single,1,3,190000,,0,1,,(614) 659-1234,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"3159 Heatherside Dr, Dublin, OH 43017",40,50,35,100,75
4528,55.2,Buna Transportation Svc LLC,VA,"Chesterfield, VA",single,1,3,190000,,0,1,,Not Available,Tyler D Parker (Other),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"11601 Barrows Ridge Ln, Chesterfield, VA 23838",40,50,35,100,75
4529,55.2,Total Comfort,GA,"Fayetteville, GA",single,1,4,189000,,0,1,,(770) 703-3355,,B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"1572 Highway 85 N, Fayetteville, GA 30214",40,50,35,100,75
4530,55.2,Sister Care LLC,MS,,single,1,4,189000,,0,1,,(662) 429-4526,,B,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4531,55.2,Sun Up Limousine,OK,"Kiowa, OK",single,1,3,189000,,0,1,,(918) 432-5320,Bob Weaver (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 321, Kiowa, OK 74553",40,50,35,100,75
4532,55.2,Esquire Limonosine,TX,"Moody, TX",single,1,3,189000,,0,1,,(254) 853-2700,O Erlund (Partner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 310, Moody, TX 76557",40,50,35,100,75
4533,55.2,Longs Limousine Svc Inc,VA,"Virginia Beach, VA",single,1,3,188000,,0,1,,(757) 498-1717,Gary King (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"2953 VA Beach Blvd # 105, Virginia Beach, VA 23452",40,50,35,100,75
4534,55.2,Surecare Transit LLC,FL,,single,1,3,187000,,0,1,,(850) 387-6475,Miquel World (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4535,55.2,North Shore Limo Svc,MN,"Two Harbors, MN",single,1,3,187000,,0,1,,(218) 834-5701,Tim Pearson (Other),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1427 Moen Rd, Two Harbors, MN 55616",40,50,35,100,75
4536,55.2,Metro Tri-State,OH,"South Point, OH",single,1,4,187000,,0,1,,(740) 451-4990,,C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"132 County Road 410, South Point, OH 45680",40,50,35,100,75
4537,55.2,S & L Limousine Svc,RI,"Chepachet, RI",single,1,3,187000,,0,1,,(401) 568-5820,Carol Simeone (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 184, Chepachet, RI 02814",40,50,35,100,75
4538,55.2,Rosebud Transportation LLC,WI,"Menomonee Falls, WI",single,1,3,187000,,0,1,,Not Available,Malik Henderson (Manager),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"N91w16112 Junction Way # 304, Menomonee Falls, WI 53051",40,50,35,100,75
4539,55.2,Y Med Of Sarasota,FL,,single,1,3,186000,,0,1,,(941) 349-8885,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4540,55.2,Right On Time Transportation,IN,"Gary, IN",single,1,3,186000,,0,1,,(219) 886-2582,Joseph Pittman (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1508 Massachusetts St, Gary, IN 46407",40,50,35,100,75
4541,55.2,Active Transport,NY,,single,1,3,186000,,0,1,,(585) 671-5611,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4542,55.2,1033 Emergency Team,OK,"Nowata, OK",single,1,6,186000,,0,1,,(918) 273-2711,Bill Carey (Manager),B,0.5,6 emp; $0.2M rev; year n/a; single; phone; special-needs,"321 E Cherokee Ave, Nowata, OK 74048",40,50,35,100,75
4543,55.2,E & S Limousines & Trnsp Co,FL,"Lakeland, FL",single,1,3,185000,,0,1,,(863) 816-9034,Eddie Godfrey (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 92003, Lakeland, FL 33804",40,50,35,100,75
4544,55.2,M & B Mortuary Removal Svc,MI,"Port Huron, MI",single,1,4,185000,,0,1,,(810) 982-0503,Edward Borowski (Principal),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"4118 Griswold Rd, Port Huron, MI 48060",40,50,35,100,75
4545,55.2,Morgan Limousines LLC,MI,"Clay, MI",single,1,4,185000,,0,1,,(810) 794-0570,Kevin Kerrigan (Other),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"135 Hansen Ct, Clay, MI 48001",40,50,35,100,75
4546,55.2,Western Coach Limousine,CO,"Steamboat Springs, CO",single,1,3,184000,,0,1,,(970) 870-0771,Kenneth Bird (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 773145, Steamboat Springs, CO 80477",40,50,35,100,75
4547,55.2,Modified Vehicle Specialists,OH,"Toledo, OH",single,1,3,183000,,0,1,,(419) 535-1850,Chris Sullivan (Owner),B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"2705 Nebraska Ave, Toledo, OH 43607",40,50,35,100,75
4548,55.2,Limo One,WI,"Sun Prairie, WI",single,1,3,183000,,0,1,,(608) 837-9123,Alfanzo Greco (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 685, Sun Prairie, WI 53590",40,50,35,100,75
4549,55.2,Special K's Transport,IA,,single,1,3,182000,,0,1,,(319) 536-1015,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,,40,50,35,100,75
4550,55.2,Advance Mobility LLC,NY,"Brooklyn, NY",single,1,3,182000,,0,1,,(718) 253-1212,Nick Grobman (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"847 E 43rd St, Brooklyn, NY 11210",40,50,35,100,75
4551,55.2,Incare Transpor,TN,"Knoxville, TN",single,1,3,182000,,0,1,,(865) 200-8245,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"4644 Walker Blvd, Knoxville, TN 37918",40,50,35,100,75
4552,55.2,American Limousines,NJ,"Blackwood, NJ",single,1,3,181000,,0,1,,(856) 740-3900,Anthony Riccelli (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 243, Blackwood, NJ 08012",40,50,35,100,75
4553,55.2,Embassie Limousine Svc,NJ,"Cherry Hill, NJ",single,1,3,181000,,0,1,,(856) 488-1226,Dan Nguyen (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 4626, Cherry Hill, NJ 08034",40,50,35,100,75
4554,55.2,Jenike Enterprises LLC,NJ,"Somerdale, NJ",single,1,3,181000,,0,1,,(856) 346-2012,Shudi Nnyamah (Partner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"300a N White Horse Pike, Somerdale, NJ 08083",40,50,35,100,75
4555,55.2,J C Chauffeur Svc,WI,"Somerset, WI",single,1,3,181000,,0,1,,(715) 247-2022,Jennifer Campeau (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"305 Main St, Somerset, WI 54025",40,50,35,100,75
4556,55.2,BUMBLEBEESCOOTERS.COM,FL,"Kissimmee, FL",single,1,3,180000,,0,1,,(407) 507-4700,Laura Gibson (Manager),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"7724 Indian Ridge Trl S, Kissimmee, FL 34747",40,50,35,100,75
4557,55.2,Majestix Transportation LLC,FL,"Kissimmee, FL",single,1,3,180000,,0,1,,Not Available,Melvin Muhammad (Manager),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"3963 Steer Beach Pl, Kissimmee, FL 34746",40,50,35,100,75
4558,55.2,C S Limo,GA,"Statham, GA",single,1,3,180000,,0,1,,(770) 982-7175,A Shaikh (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 48, Statham, GA 30666",40,50,35,100,75
4559,55.2,Citizens' Provisions Inc,GA,"Winder, GA",single,1,3,180000,,0,1,,Not Available,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"247 Turtle Creek Dr, Winder, GA 30680",40,50,35,100,75
4560,55.2,Precise Limousine,MD,"Hyattsville, MD",single,1,3,180000,,0,1,,(301) 773-5832,Mark Eldridge (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 92966, Hyattsville, MD 20785",40,50,35,100,75
4561,55.2,Quality Connection Trnsprtn,MD,"Upper Marlboro, MD",single,1,3,180000,,0,1,,(240) 510-0782,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1717 Largo Rd, Upper Marlboro, MD 20774",40,50,35,100,75
4562,55.2,R & D Transportation,MN,"Coon Rapids, MN",single,1,3,180000,,0,1,,(763) 767-1804,Doris Chubb (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"10600 University Ave NW # 3b, Coon Rapids, MN 55448",40,50,35,100,75
4563,55.2,Evening Magic Limousine,OH,"West Union, OH",single,1,4,180000,,0,1,,(937) 544-8652,Chris Harozer (Partner),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"185 Windfield Rd, West Union, OH 45693",40,50,35,100,75
4564,55.2,First Light Med Transport LLC,WV,"Beckley, WV",single,1,3,180000,,0,1,,Not Available,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1001 Pinewood Dr, Beckley, WV 25801",40,50,35,100,75
4565,55.2,Livery Services,MI,"Muskegon, MI",single,1,4,179000,,0,1,,(231) 744-3151,Benny Billock (Owner),C+,0.5,4 emp; $0.2M rev; year n/a; single; phone; special-needs,"1662 Mulder Dr, Muskegon, MI 49445",40,50,35,100,75
4566,55.2,Presidntial Lmousines Of Texas,TX,"Wichita Falls, TX",single,1,3,179000,,0,1,,(940) 322-8267,,C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"726 Scott Ave # 102, Wichita Falls, TX 76301",40,50,35,100,75
4567,55.2,Limocorp Of Anniston,AL,"Anniston, AL",single,1,3,178000,,0,1,,(256) 847-3475,Bobby Lee (President),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"PO Box 4692, Anniston, AL 36204",40,50,35,100,75
4568,55.2,Medi Trans Of Idaho,ID,"Meridian, ID",single,1,3,178000,,0,1,,(208) 898-0226,,B,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"1730 E Grand Canyon Dr, Meridian, ID 83646",40,50,35,100,75
4569,55.2,KNL Transit LLC,LA,"Ferriday, LA",single,1,3,178000,,0,1,,(601) 870-5343,Mercedes Phipps (Owner),C+,0.5,3 emp; $0.2M rev; year n/a; single; phone; special-needs,"903 Louisiana Ave, Ferriday, LA 71334",40,50,35,100,75
